Trial,switch,t_pos,t_frequency,resp_speed,outcome_midLeft,outcome_midRight,outcome_downLeft,outcome_downRight,Pp_midLeft,Pp_midRight,Pp_downLeft,Pp_downRight,simulated_RS
385,3,downLeft,high,6.380322735729025,0,0,1,0,5.336271363309521e-05,0.0256644218287926,0.9647516896268504,0.0095305258307237,6.4598937942779315
386,3,downLeft,high,6.410450044403188,0,0,1,0,3.7353899543166646e-05,0.0179650952801548,0.9753261827387952,0.0066713680815066,6.462737969320792
387,3,midRight,lowC,2.038152776279742,0,1,0,0,2.614772968021665e-05,0.3125755666961084,0.6827283279171568,0.0046699576570546,1.9400948652323509
388,3,midRight,lowC,3.3583670588126977,0,1,0,0,1.8303410776151657e-05,0.5188028966872759,0.4779098295420098,0.0032689703599382,3.2124048295123093
389,3,midLeft,lowA,2.076809224076904,1,0,0,0,0.3000128123875433,0.363162027681093,0.3345368806794068,0.0022882792519567,2.085863443765893
390,3,downLeft,high,3.3889522935288454,0,0,1,0,0.2100089686712803,0.2542134193767651,0.5341758164755848,0.0016017954763697,3.412049441783537
391,3,downLeft,high,4.399572976182217,0,0,1,0,0.1470062780698962,0.1779493935637356,0.6739230715329093,0.0011212568334588,4.572129134247333
392,3,midRight,lowC,2.877092823360614,0,1,0,0,0.1029043946489273,0.4245645754946149,0.4717461500730365,0.0007848797834211,2.797088163739525
393,3,midLeft,lowA,2.3361431992797965,1,0,0,0,0.3720330762542491,0.2971952028462304,0.3302223050511256,0.0005494158483948,2.5130494462762956
394,3,downLeft,high,3.4030109868309943,0,0,1,0,0.2604231533779744,0.2080366419923613,0.5311556135357879,0.0003845910938763,3.461082126899574
395,3,midLeft,lowA,3.1285893212271696,1,0,0,0,0.482296207364582,0.1456256493946529,0.3718089294750515,0.0002692137657134,3.282092007936154
396,3,midLeft,lowA,4.156360667059306,1,0,0,0,0.6376073451552075,0.101937954576257,0.260266250632536,0.0001884496359994,4.142146041093614
397,3,downLeft,high,3.166356181871659,0,0,1,0,0.4463251416086452,0.0713565682033799,0.4821863754427752,0.0001319147451995,3.2607833652857487
398,3,downLeft,high,4.140334456296094,0,0,1,0,0.3124275991260516,0.0499495977423659,0.6375304628099426,9.234032163971744e-05,4.110315015698892
399,3,downRight,lowB,1.982228932335235,0,0,0,1,0.2186993193882361,0.0349647184196561,0.4462713239669598,0.3000646382251478,1.90222615762329
400,4,midLeft,high,3.120805011509969,1,0,0,0,0.4530895235717653,0.0244753028937593,0.3123899267768719,0.2100452467576034,3.006365304371473
401,4,downRight,lowB,3.1153804059628856,0,0,0,1,0.3171626665002357,0.0171327120256315,0.2186729487438103,0.4470316727303224,2.973854070116479
402,4,midLeft,high,3.4962855366808543,1,0,0,0,0.522013866550165,0.011992898417942,0.1530710641206672,0.3129221709112256,3.39641220054552
403,4,midLeft,high,4.350106787652465,1,0,0,0,0.6654097065851154,0.0083950288925594,0.107149744884467,0.2190455196378579,4.245428311666131
404,4,midRight,lowA,2.0805912234093427,0,1,0,0,0.4657867946095808,0.3058765202247915,0.0750048214191269,0.1533318637465005,2.0891863714592813
405,4,downRight,lowB,2.829088080199821,0,0,0,1,0.3260507562267066,0.2141135641573541,0.0525033749933888,0.4073323046225504,2.7589855309895723
406,4,midLeft,high,3.4436261410758338,1,0,0,0,0.5282355293586947,0.1498794949101478,0.0367523624953722,0.2851326132357853,3.311188647763081
407,4,downLeft,lowC,2.043359608203328,0,0,1,0,0.3697648705510863,0.1049156464371035,0.3257266537467606,0.1995928292650497,2.2155101071423653
408,4,midLeft,high,3.691950854944198,1,0,0,0,0.5588354093857604,0.0734409525059724,0.2280086576227324,0.1397149804855348,3.6079686059874048
409,4,midLeft,high,4.515376455044711,1,0,0,0,0.6911847865700322,0.0514086667541807,0.1596060603359126,0.0978004863398743,4.606309146848319
410,4,midLeft,high,5.131484100782451,1,0,0,0,0.7838293505990226,0.0359860667279265,0.1117242422351388,0.068460340437912,5.221730678502147
411,4,midLeft,high,5.489985349648677,1,0,0,0,0.8486805454193158,0.0251902467095485,0.0782069695645972,0.0479222383065384,5.593084506499773
412,4,midLeft,high,5.801032670040173,1,0,0,0,0.8940763817935211,0.0176331726966839,0.054744878695218,0.0335455668145769,5.566398898620582
413,4,midLeft,high,6.118010740599405,1,0,0,0,0.9258534672554648,0.0123432208876787,0.0383214150866526,0.0234818967702038,5.818899821995377
414,4,downLeft,lowC,2.1821072549968528,0,0,1,0,0.6480974270788253,0.0086402546213751,0.3268249905606568,0.0164373277391426,2.2607504682871573
415,4,downLeft,lowC,3.580611604732119,0,0,1,0,0.4536681989551777,0.0060481782349626,0.5287774933924598,0.0115061294173998,3.4402788362895684
416,4,midRight,lowA,1.9952133418516669,0,1,0,0,0.3175677392686244,0.3042337247644738,0.3701442453747219,0.0080542905921799,1.9835598295415686
417,4,downRight,lowB,1.9063309458656943,0,0,0,1,0.2222974174880371,0.2129636073351316,0.2591009717623053,0.3056380034145259,1.9797811501924159
418,4,midLeft,high,2.910438048440942,1,0,0,0,0.4556081922416259,0.1490745251345921,0.1813706802336137,0.2139466023901681,2.9362949841731485
419,4,midLeft,high,3.94619138732416,1,0,0,0,0.6189257345691381,0.1043521675942145,0.1269594761635296,0.1497626216731177,4.126861796832786
420,4,midRight,lowA,2.3373747850760007,0,1,0,0,0.4332480141983967,0.3730465173159501,0.0888716333144707,0.1048338351711824,2.4634326869489596
421,4,midRight,lowA,3.6906384178733074,0,1,0,0,0.3032736099388777,0.5611325621211651,0.0622101433201295,0.0733836846198276,3.8159363807780764
422,4,downLeft,lowC,2.2522034222775447,0,0,1,0,0.2122915269572143,0.3927927934848156,0.3435471003240906,0.0513685792338793,2.2562812408904613
423,4,midLeft,high,2.9476538928240164,1,0,0,0,0.44860406887005,0.2749549554393709,0.2404829702268634,0.0359580054637155,2.932940259625531
424,4,downLeft,lowC,3.080245908154048,0,0,1,0,0.314022848209035,0.1924684688075596,0.4683380791588044,0.0251706038246008,3.2129309981342398
425,4,midRight,lowA,2.8170079809071917,0,1,0,0,0.2198159937463245,0.4347279281652917,0.3278366554111631,0.0176194226772206,2.7201474557284655
426,4,downRight,lowB,1.989899884921508,0,0,0,1,0.1538711956224271,0.3043095497157042,0.2294856587878141,0.3123335958740544,1.9685626812285637
427,4,midLeft,high,2.682702748789888,1,0,0,0,0.407709836935699,0.2130166848009929,0.1606399611514699,0.2186335171118381,2.6462589255469475
428,4,downRight,lowB,3.0747407950244416,0,0,0,1,0.2853968858549893,0.149111679360695,0.1124479728060289,0.4530434619782866,3.004756103197352
429,4,downRight,lowB,4.044444913678821,0,0,0,1,0.1997778200984925,0.1043781755524865,0.0787135809642202,0.6171304233848007,4.167064931036825
430,4,midLeft,high,2.788390251559657,1,0,0,0,0.4398444740689448,0.0730647228867406,0.0550995066749542,0.4319912963693605,2.845840392068943
431,4,midLeft,high,3.908661662038761,1,0,0,0,0.6078911318482614,0.0511453060207184,0.0385696546724679,0.3023939074585523,4.072166414106663
432,4,midLeft,high,4.645936302438392,1,0,0,0,0.7255237922937829,0.0358017142145028,0.0269987582707275,0.2116757352209866,4.674443134327505
433,4,midLeft,high,5.349127553509821,1,0,0,0,0.8078666546056481,0.025061199950152,0.0188991307895093,0.1481730146546906,5.159449930692793
434,4,midRight,lowA,2.203492094317736,0,1,0,0,0.5655066582239536,0.3175428399651064,0.0132293915526565,0.1037211102582834,1.9916979402554111
435,4,midRight,lowA,3.4807310483424034,0,1,0,0,0.3958546607567675,0.5222799879755745,0.0092605740868595,0.0726047771807984,3.64705005485269
436,4,downLeft,lowC,2.17292121962988,0,0,1,0,0.2770982625297373,0.3655959915829021,0.3064824018608016,0.0508233440265588,2.0829898924555135
437,4,midRight,lowA,3.506988135774967,0,1,0,0,0.1939687837708161,0.5559171941080314,0.2145376813025611,0.0355763408185912,3.591780102311641
438,4,midLeft,high,2.802843209781829,1,0,0,0,0.4357781486395712,0.389142035875622,0.1501763769117928,0.0249034385730138,2.739972086406378
439,4,midLeft,high,3.9966468881241752,1,0,0,0,0.6050447040476998,0.2723994251129354,0.1051234638382549,0.0174324070011097,3.950637015331446
440,4,midRight,lowA,3.306233406816184,0,1,0,0,0.4235312928333898,0.4906795975790547,0.0735864246867784,0.0122026849007767,3.207017760064909
441,4,midLeft,high,3.863240458149654,1,0,0,0,0.5964719049833729,0.3434757183053383,0.0515104972807449,0.0085418794305437,4.0058339213418455
442,4,downLeft,lowC,2.247503749702485,0,0,1,0,0.417530333488361,0.2404330028137368,0.3360573480965214,0.0059793156013806,2.280402610508815
443,4,midRight,lowA,3.2954680625620645,0,1,0,0,0.2922712334418527,0.4683031019696158,0.235240143667565,0.0041855209209664,3.0334490921842856
444,4,downRight,lowB,1.948401323459532,0,0,0,1,0.2045898634092968,0.3278121713787311,0.1646681005672955,0.3029298646446764,1.998810619369718
445,4,midLeft,high,2.715058510926509,1,0,0,0,0.4432129043865078,0.2294685199651117,0.1152676703971068,0.2120509052512735,2.814190271570559
446,4,midLeft,high,4.167330635799091,1,0,0,0,0.6102490330705554,0.1606279639755782,0.0806873692779748,0.1484356336758914,3.819098493513256
447,4,midLeft,high,4.6573345591456325,1,0,0,0,0.7271743231493888,0.1124395747829047,0.0564811584945823,0.103904943573124,4.66705736038652
448,4,midLeft,high,5.290214744690625,1,0,0,0,0.8090220262045722,0.0787077023480333,0.0395368109462076,0.0727334605011868,5.2452712387581935
449,4,downLeft,lowC,2.2079005320627614,0,0,1,0,0.5663154183432005,0.0550953916436233,0.3276757676623453,0.0509134223508307,2.1808023089093784
450,4,downLeft,lowC,3.466671072678835,0,0,1,0,0.3964207928402403,0.0385667741505363,0.5293730373636417,0.0356393956455815,3.3982233598781675
451,4,downRight,lowB,2.2056389334110227,0,0,0,1,0.2774945549881682,0.0269967419053754,0.3705611261545491,0.324947576951907,2.175868712247147
452,4,downRight,lowB,3.4686216753906813,0,0,0,1,0.1942461884917177,0.0188977193337628,0.2593927883081844,0.527463303866335,3.6077000362354035
453,4,downRight,lowB,4.21994311109792,0,0,0,1,0.1359723319442024,0.0132284035336339,0.181574951815729,0.6692243127064345,4.39506322759204
454,4,midLeft,high,2.667084090977928,1,0,0,0,0.3951806323609417,0.0092598824735437,0.1271024662710103,0.4684570188945041,2.607580355930302
455,4,midLeft,high,3.7077848083248304,1,0,0,0,0.5766264426526592,0.0064819177314806,0.0889717263897072,0.3279199132261529,3.7355822877573672
456,4,midLeft,high,4.631334014504767,1,0,0,0,0.7036385098568614,0.0045373424120364,0.062280208472795,0.229543939258307,4.261129278744431
457,4,downRight,lowB,2.85420939967556,0,0,0,1,0.492546956899803,0.0031761396884255,0.0435961459309565,0.4606807574808149,3.0153728317337434
458,4,downLeft,lowC,2.3129672503724352,0,0,1,0,0.344782869829862,0.0022232977818978,0.3305173021516696,0.3224765302365704,2.0668126619040854
459,4,midLeft,high,3.5034478885352245,1,0,0,0,0.5413480088809034,0.0015563084473285,0.2313621115061687,0.2257335711655993,3.6514269133817328
460,4,downRight,lowB,3.132484316586993,0,0,0,1,0.3789436062166323,0.0010894159131299,0.1619534780543181,0.4580134998159195,2.9612788657264155
461,4,downLeft,lowC,2.7553608679341,0,0,1,0,0.2652605243516426,0.0007625911391909,0.4133674346380226,0.3206094498711437,2.913573086842978
462,4,downLeft,lowC,3.8877331637729458,0,0,1,0,0.1856823670461498,0.0005338137974336,0.5893572042466159,0.2244266149098006,3.802065415267674
463,4,midLeft,high,2.855932899439615,1,0,0,0,0.4299776569323049,0.0003736696582035,0.4125500429726311,0.1570986304368604,2.8911252403770877
464,4,downRight,lowB,2.57080418825524,0,0,0,1,0.3009843598526134,0.0002615687607425,0.2887850300808418,0.4099690413058022,2.964960522809833
465,4,midLeft,high,3.3240198397167444,1,0,0,0,0.5106890518968294,0.0001830981325197,0.2021495210565892,0.2869783289140616,3.2601134739392026
466,4,midLeft,high,4.369583792195075,1,0,0,0,0.6574823363277806,0.0001281686927638,0.1415046647396124,0.2008848302398431,4.09202939778453
467,4,midLeft,high,4.935540293101866,1,0,0,0,0.7602376354294464,8.9718084934678e-05,0.0990532653177287,0.1406193811678902,4.9796064539961025
468,4,midLeft,high,5.31424921758801,1,0,0,0,0.8321663448006125,6.28026594542746e-05,0.0693372857224101,0.0984335668175231,5.422638573549091
469,4,downLeft,lowC,2.296736498439296,0,0,1,0,0.5825164413604287,4.396186161799221e-05,0.348536100005687,0.0689034967722661,2.2688613068047405
470,4,midLeft,high,4.45600570951839,1,0,0,0,0.7077615089523001,3.077330313259455e-05,0.2439752700039809,0.0482324477405863,4.4707976876200615
471,4,midLeft,high,4.9292665067968375,1,0,0,0,0.7954330562666101,2.1541312192816184e-05,0.1707826890027866,0.0337627134184104,5.310456059506526
472,4,midLeft,high,5.627298537642146,1,0,0,0,0.8568031393866271,1.507891853497133e-05,0.1195478823019506,0.0236338993928873,5.639460642657008
473,4,downRight,lowB,2.165426583241757,0,0,0,1,0.599762197570639,1.0555242974479932e-05,0.0836835176113654,0.3165437295750211,2.012414325227868
474,4,downLeft,lowC,2.453133105527177,0,0,1,0,0.4198335382994472,7.388670082135952e-06,0.3585784623279557,0.2215806107025147,2.2919664717206647
475,4,midLeft,high,4.070727766554185,1,0,0,0,0.5938834768096131,5.172069057495166e-06,0.251004923629569,0.1551064274917603,3.919141611342881
476,4,downLeft,lowC,3.089318863062032,0,0,1,0,0.4157184337667291,3.620448340246616e-06,0.4757034465406983,0.1085744992442322,3.189444984543599
477,4,midLeft,high,3.72349892309598,1,0,0,0,0.5910029036367104,2.5343138381726317e-06,0.3329924125784888,0.0760021494709625,3.843546816924673
478,4,midRight,lowA,2.0363041872059977,0,1,0,0,0.4137020325456972,0.3000017740196867,0.2330946888049421,0.0532015046296737,2.210730482404597
479,4,midRight,lowA,3.2953905026144827,0,1,0,0,0.2895914227819881,0.5100012418137807,0.1631662821634595,0.0372410532407716,3.277318148614493
480,4,midRight,lowA,4.3801665637299765,0,1,0,0,0.2027139959473916,0.6570008692696465,0.1142163975144216,0.0260687372685401,4.438584004565134
481,4,midLeft,high,2.9487776520468483,1,0,0,0,0.4418997971631742,0.4599006084887526,0.0799514782600951,0.0182481160879781,2.9578559933737454
482,4,downLeft,lowC,2.337888129580729,0,0,1,0,0.3093298580142219,0.3219304259421268,0.3559660347820665,0.0127736812615846,2.5952681792931402
483,4,midLeft,high,3.3386031064487964,1,0,0,0,0.5165309006099554,0.2253512981594888,0.2491762243474466,0.0089415768831092,3.336052032209511
484,4,midLeft,high,4.551367724853558,1,0,0,0,0.6615716304269688,0.1577459087116421,0.1744233570432126,0.0062591038181764,4.359393978697156
485,4,midLeft,high,4.873600256026726,1,0,0,0,0.7631001412988782,0.1104221360981495,0.1220963499302488,0.0043813726727235,5.008911163379149
486,4,midRight,lowA,2.4905973029133106,0,1,0,0,0.5341700989092147,0.3772954952687046,0.0854674449511742,0.0030669608709064,2.413999384410732
487,4,midLeft,high,4.45924118466735,1,0,0,0,0.6739190692364503,0.2641068466880932,0.0598272114658219,0.0021468726096345,4.250154240808303
488,4,midLeft,high,5.085811639992425,1,0,0,0,0.7717433484655152,0.1848747926816653,0.0418790480260753,0.0015028108267441,5.062322457371021
489,4,midLeft,high,5.378628101536391,1,0,0,0,0.8402203439258606,0.1294123548771657,0.0293153336182527,0.0010519675787209,5.580868898840143
490,4,midLeft,high,5.7142181884524526,1,0,0,0,0.8881542407481025,0.090588648414016,0.0205207335327769,0.0007363773051046,5.870994195313181
491,4,midLeft,high,5.990686826135421,1,0,0,0,0.9217079685236718,0.0634120538898111,0.0143645134729438,0.0005154641135732,5.911155111611603
492,4,midLeft,high,6.164264901117289,1,0,0,0,0.9451955779665704,0.0443884377228678,0.0100551594310606,0.0003608248795012,6.109805333484027
493,4,downRight,lowB,2.2103773581154567,0,0,0,1,0.6616369045765992,0.0310719064060074,0.0070386116017424,0.3002525774156508,1.9913651706306998
494,4,midLeft,high,5.091100663478149,1,0,0,0,0.7631458332036194,0.0217503344842052,0.0049270281212197,0.2101768041909556,5.055269868988609
495,4,midRight,lowA,2.117497841036684,0,1,0,0,0.5342020832425336,0.3152252341389436,0.0034489196848538,0.1471237629336689,2.10505539282336
496,4,midRight,lowA,3.5619791763904165,0,1,0,0,0.3739414582697735,0.5206576638972605,0.0024142437793976,0.1029866340535682,3.3540026246274244
497,4,midLeft,high,3.6988292138905607,1,0,0,0,0.5617590207888414,0.3644603647280824,0.0016899706455783,0.0720906438374977,3.6190377821200594
498,4,midLeft,high,4.415379947533257,1,0,0,0,0.693231314552189,0.2551222553096577,0.0011829794519048,0.0504634506862484,4.387405643308306
499,4,downRight,lowB,2.370697997565304,0,0,0,1,0.4852619201865323,0.1785855787167604,0.0008280856163334,0.3353244154803738,2.170565105073296
500,5,midLeft,high,4.165752449629469,1,0,0,0,0.6396833441305726,0.1250099051017322,0.0005796599314333,0.2347270908362617,4.157441086310188
501,5,downLeft,lowC,1.8801552014463017,0,0,1,0,0.4477783408914008,0.0875069335712125,0.3004057619520033,0.1643089635853832,2.1386687267658604
502,5,midLeft,high,3.8930904695582047,1,0,0,0,0.6134448386239806,0.0612548534998488,0.2102840333664023,0.1150162745097682,3.9876484330981556
503,5,midLeft,high,4.724211779358267,1,0,0,0,0.7294113870367864,0.0428783974498941,0.1471988233564816,0.0805113921568377,4.93905128055302
504,5,midRight,lowA,2.226089581215505,0,1,0,0,0.5105879709257505,0.3300148782149259,0.1030391763495371,0.0563579745097864,2.2617829746008793
505,5,midLeft,high,4.267329611953084,1,0,0,0,0.6574115796480253,0.2310104147504481,0.072127423444676,0.0394505821568505,4.162600901487338
506,5,midLeft,high,5.055207932908484,1,0,0,0,0.7601881057536177,0.1617072903253137,0.0504891964112732,0.0276154075097953,4.990360865154714
507,5,midLeft,high,5.318993477463167,1,0,0,0,0.8321316740275324,0.1131951032277196,0.0353424374878912,0.0193307852568567,5.45510920712679
508,5,midLeft,high,5.749183479288628,1,0,0,0,0.8824921718192726,0.0792365722594037,0.0247397062415238,0.0135315496797997,5.847101126545146
509,5,downLeft,lowC,2.2508034297201696,0,0,1,0,0.6177445202734908,0.0554656005815826,0.3173177943690667,0.0094720847758598,2.0223134517405184
510,5,midLeft,high,4.7303340650581385,1,0,0,0,0.7324211641914435,0.0388259204071078,0.2221224560583466,0.0066304593431018,4.695577942252207
511,5,downLeft,lowC,3.012936953183396,0,0,1,0,0.5126948149340105,0.0271781442849754,0.4554857192408427,0.0046413215401713,2.973006629508785
512,5,downLeft,lowC,4.101677546571732,0,0,1,0,0.3588863704538073,0.0190247009994828,0.6188400034685899,0.0032489250781199,3.9677485447758354
513,5,midRight,lowA,2.049985679656504,0,1,0,0,0.2512204593176651,0.313317290699638,0.4331880024280129,0.0022742475546839,2.106454410403191
514,5,downRight,lowB,1.8800387197564647,0,0,0,1,0.1758543215223655,0.2193221034897466,0.303231601699609,0.3015919732882787,1.9910820820324175
515,5,midRight,lowA,2.973189639592033,0,1,0,0,0.1230980250656559,0.4535254724428226,0.2122621211897263,0.2111143813017951,2.645003936352936
516,5,downLeft,lowC,2.830534302380296,0,0,1,0,0.0861686175459591,0.3174678307099758,0.4485834848328084,0.1477800669112565,2.9727749454233954
517,5,midLeft,high,2.3282562366972197,1,0,0,0,0.3603180322821713,0.2222274814969831,0.3140084393829658,0.1034460468378795,2.452552883815914
518,5,midRight,lowA,2.9360623803808004,0,1,0,0,0.2522226225975199,0.4555592370478881,0.2198059075680761,0.0724122327865157,3.0588937627620023
519,5,midLeft,high,3.039598005854368,1,0,0,0,0.4765558358182639,0.3188914659335217,0.1538641352976532,0.050688562950561,3.1469049974139796
520,5,midRight,lowA,3.5353139620611267,0,1,0,0,0.3335890850727847,0.5232240261534652,0.1077048947083572,0.0354819940653927,3.27062280629354
521,5,midRight,lowA,4.170799112098289,0,1,0,0,0.2335123595509493,0.6662568183074257,0.0753934262958501,0.0248373958457748,4.379060101786106
522,5,midLeft,high,3.194817580641584,1,0,0,0,0.4634586516856645,0.4663797728151979,0.052775398407095,0.0173861770920424,3.0877016888828495
523,5,midLeft,high,4.222010638701086,1,0,0,0,0.6244210561799652,0.3264658409706386,0.0369427788849665,0.0121703239644296,4.160576366090261
524,5,midLeft,high,4.886778075113725,1,0,0,0,0.7370947393259757,0.228526088679447,0.0258599452194765,0.0085192267751007,4.82705379662447
525,5,downLeft,lowC,2.2276158794142584,0,0,1,0,0.515966317528183,0.1599682620756129,0.3181019616536336,0.0059634587425705,2.019167471050519
526,5,downRight,lowB,2.017566007179414,0,0,0,1,0.3611764222697281,0.111977783452929,0.2226713731575435,0.3041744211197993,1.9901119972519905
527,5,midRight,lowA,2.543902477328948,0,1,0,0,0.2528234955888097,0.3783844484170503,0.1558699612102804,0.2129220947838595,2.471775769149546
528,5,downRight,lowB,2.971340844012779,0,0,0,1,0.1769764469121668,0.2648691138919352,0.1091089728471963,0.4490454663487017,3.0640640673546202
529,5,downLeft,lowC,2.503977341093804,0,0,1,0,0.1238835128385167,0.1854083797243546,0.3763762809930374,0.3143318264440912,2.534583858286309
530,5,midLeft,high,2.5153315308309563,1,0,0,0,0.3867184589869618,0.1297858658070482,0.2634633966951262,0.2200322785108638,2.6861249900072375
531,5,midLeft,high,3.721326325159593,1,0,0,0,0.5707029212908732,0.0908501060649338,0.1844243776865883,0.1540225949576046,3.8220631937665903
532,5,midLeft,high,4.636721174015634,1,0,0,0,0.6994920449036113,0.0635950742454536,0.1290970643806118,0.1078158164703232,4.598566680187992
533,5,midLeft,high,5.035319968635236,1,0,0,0,0.7896444314325279,0.0445165519718175,0.0903679450664282,0.0754710715292263,5.1684531623380385
534,5,midLeft,high,5.55427656225917,1,0,0,0,0.8527511020027696,0.0311615863802722,0.0632575615464998,0.0528297500704584,5.51899424107732
535,5,midLeft,high,5.670964252567574,1,0,0,0,0.8969257714019387,0.0218131104661906,0.0442802930825498,0.0369808250493208,5.732492278637977
536,5,downLeft,lowC,2.230478841941123,0,0,1,0,0.6278480399813571,0.0152691773263334,0.3309962051577849,0.0258865775345246,2.025261126843008
537,5,downRight,lowB,2.09280260634058,0,0,0,1,0.4394936279869499,0.0106884241284333,0.2316973436104494,0.3181206042741672,2.1705111159911334
538,5,downLeft,lowC,3.037412313666189,0,0,1,0,0.307645539590865,0.0074818968899033,0.4621881405273145,0.222684422991917,3.1905615901766926
539,5,downRight,lowB,3.05541375203996,0,0,0,1,0.2153518777136054,0.0052373278229323,0.3235316983691202,0.4558790960943419,2.7848439971033168
540,5,midLeft,high,3.0595515513671208,1,0,0,0,0.4507463143995238,0.0036661294760526,0.2264721888583841,0.3191153672660393,3.044112836339385
541,5,midRight,lowA,1.803686418399618,0,1,0,0,0.3155224200796667,0.3025662906332368,0.1585305322008689,0.2233807570862275,2.0839389380776083
542,5,midRight,lowA,3.1065790397825865,0,1,0,0,0.2208656940557666,0.5117964034432658,0.1109713725406082,0.1563665299603592,3.123067138805541
543,5,midLeft,high,2.998111712831273,1,0,0,0,0.4546059858390366,0.3582574824102861,0.0776799607784257,0.1094565709722514,3.088566086250152
544,5,midLeft,high,4.227125213188995,1,0,0,0,0.6182241900873257,0.2507802376872002,0.054375972544898,0.076619599680576,4.289434333976225
545,5,midLeft,high,4.898692455590705,1,0,0,0,0.732756933061128,0.1755461663810402,0.0380631807814286,0.0536337197764032,4.791858259031568
546,5,downLeft,lowC,2.377004148574802,0,0,1,0,0.5129298531427896,0.1228823164667281,0.326644226547,0.0375436038434822,2.327684829158971
547,5,midRight,lowA,2.4334697548232493,0,1,0,0,0.3590508971999527,0.3860176215267097,0.2286509585829,0.0262805226904375,2.59065184547246
548,5,downLeft,lowC,2.8088772097793844,0,0,1,0,0.2513356280399669,0.2702123350686968,0.46005567100803,0.0183963658833063,2.93294011664734
549,5,downRight,lowB,2.034044129652272,0,0,0,1,0.1759349396279768,0.1891486345480877,0.322038969705621,0.3128774561183144,1.9742225465975893
550,5,downRight,lowB,3.21991876436362,0,0,0,1,0.1231544577395838,0.1324040441836614,0.2254272787939347,0.5190142192828201,3.4682587038381594
551,5,midLeft,high,2.585951844035276,1,0,0,0,0.3862081204177087,0.092682830928563,0.1577990951557543,0.363309953497974,2.6786631523778306
552,5,downRight,lowB,3.7044479439736375,0,0,0,1,0.2703456842923961,0.0648779816499941,0.110459366609028,0.5543169674485818,3.6572918906238416
553,5,downRight,lowB,4.504751236780339,0,0,0,1,0.1892419790046772,0.0454145871549958,0.0773215566263196,0.6880218772140073,4.488386532203209
554,5,midLeft,high,2.8379431200128584,1,0,0,0,0.432469385303274,0.0317902110084971,0.0541250896384237,0.4816153140498051,2.672081031642388
555,5,downRight,lowB,4.276096746604151,0,0,0,1,0.3027285697122918,0.0222531477059479,0.0378875627468966,0.6371307198348636,4.172394090807139
556,5,midLeft,high,3.549697346927834,1,0,0,0,0.5119099987986042,0.0155772033941635,0.0265212939228276,0.4459915038844045,3.3807616236979743
557,5,midLeft,high,4.424158066235335,1,0,0,0,0.6583369991590229,0.0109040423759145,0.0185649057459793,0.3121940527190832,4.350070305463308
558,5,midRight,lowA,1.9201320396762835,0,1,0,0,0.460835899411316,0.3076328296631401,0.0129954340221855,0.2185358369033582,1.8978123803967037
559,5,downRight,lowB,2.9493513447067428,0,0,0,1,0.3225851295879212,0.2153429807641981,0.0090968038155298,0.4529750858323508,3.010432140072388
560,5,downRight,lowB,4.085342389788042,0,0,0,1,0.2258095907115448,0.1507400865349387,0.0063677626708709,0.6170825600826455,4.16370074444222
561,5,midLeft,high,2.9855581181856907,1,0,0,0,0.4580667134980813,0.105518060574457,0.0044574338696096,0.4319577920578519,3.0773601791277123
562,5,midLeft,high,4.070467006544864,1,0,0,0,0.6206466994486569,0.0738626424021199,0.0031202037087267,0.3023704544404964,3.931015731481776
563,5,midLeft,high,4.666638010677467,1,0,0,0,0.7344526896140599,0.0517038496814839,0.0021841425961087,0.2116593181083474,4.742179538082716
564,5,midLeft,high,5.394143009860443,1,0,0,0,0.814116882729842,0.0361926947770387,0.0015288998172761,0.1481615226758432,5.51452660263897
565,5,midLeft,high,5.608151133852199,1,0,0,0,0.8698818179108894,0.0253348863439271,0.0010702298720932,0.1037130658730902,5.650526999755272
566,5,midLeft,high,5.951564983744258,1,0,0,0,0.9089172725376226,0.017734420440749,0.0007491609104652,0.0725991461111632,5.909692347504668
567,5,midLeft,high,6.098199080974122,1,0,0,0,0.9362420907763358,0.0124140943085243,0.0005244126373257,0.0508194022778142,5.964960998380084
568,5,midLeft,high,6.2009924134275565,1,0,0,0,0.9553694635434352,0.008689866015967,0.0003670888461279,0.0355735815944699,6.195506860888972
569,5,midLeft,high,6.3381288266168685,1,0,0,0,0.9687586244804046,0.0060829062111769,0.0002569621922895,0.0249015071161289,6.402909031204493
570,5,midLeft,high,6.547810455928122,1,0,0,0,0.9781310371362832,0.0042580343478238,0.0001798735346027,0.0174310549812902,6.535745161833618
571,5,midRight,lowA,2.0618667032913702,0,1,0,0,0.6846917259953983,0.3029806240434767,0.0001259114742219,0.0122017384869032,1.962017947635608
572,5,midLeft,high,5.124562083128202,1,0,0,0,0.7792842081967788,0.2120864368304337,8.813803195533116e-05,0.0085412169408322,5.083640859142796
573,5,midLeft,high,5.433374503095092,1,0,0,0,0.8454989457377452,0.1484605057813036,6.169662236873181e-05,0.0059788518585825,5.565802023518509
574,5,downLeft,lowC,2.039986830666481,0,0,1,0,0.5918492620164216,0.1039223540469125,0.300043187635658,0.0041851963010077,1.935803467287348
575,5,downRight,lowB,2.0627455263223893,0,0,0,1,0.4142944834114951,0.0727456478328387,0.2100302313449606,0.3029296374107054,1.7805292049091008
576,5,midLeft,high,3.88502373635806,1,0,0,0,0.5900061383880466,0.0509219534829871,0.1470211619414724,0.2120507461874938,3.806053078142139
